Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications
Law,Legal Consultant,2.1,1,2,1,0,8,0,2,7,1,0,0,1,1,1
Architecture,Architectural Technologist,3.87,9,1,0,1,8,1,2,2,4,4,1,3,1,1
Chemistry,Inorganic Chemist,3.3,4,2,0,0,3,1,0,0,0,4,1,2,0,0
Business,Construction Manager,2.12,0,0,2,0,1,1,0,10,4,1,3,1,3,0
Psychology,Forensic Psychologist,2.74,5,0,4,1,2,0,3,0,4,4,4,0,3,1
Medicine,Doctor,3.577875811432765,6,0,4,1,5,0,4,3,2,2,4,1,0,1
Marketing,Advertising Manager,3.58,3,0,0,1,7,0,0,8,4,4,0,0,1,0
Biology,Geneticist,2.96,4,2,1,1,3,0,0,3,1,3,2,1,1,1
Chemistry,Analytical Chemist,3.16,3,0,3,0,7,1,4,2,1,0,3,1,2,1
Chemistry,Analytical Chemist,2.18,9,0,1,1,9,0,4,1,2,1,4,4,3,0
Engineering,Electrical Engineer,3.11,0,1,1,1,4,0,0,3,10,1,7,0,3,1
Computer Science,Data Scientist,2.23,8,2,3,1,3,0,10,1,1,0,2,3,0,1
Physics,Astronomer,2.97,1,1,4,0,5,0,2,4,4,0,3,1,2,0
Education,Principal,2.83,1,2,0,0,7,1,1,0,2,2,0,4,1,1
Finance,Investment Banker,3.81,5,2,1,1,8,0,1,1,2,3,8,3,2,1
Education,Curriculum Developer,3.78,9,1,4,1,5,0,3,0,3,2,3,2,1,1
Chemistry,Organic Chemist,2.98,3,1,1,1,9,1,0,2,2,2,1,4,3,0
Finance,Financial Advisor,3.5,0,1,3,1,3,1,0,3,3,0,9,1,4,0
Business,Construction Manager,3.87,6,0,3,1,1,1,0,8,3,0,3,0,3,1
Biology,Microbiologist,3.42,4,1,1,1,7,1,4,0,4,2,0,3,1,1
Chemistry,Inorganic Chemist,2.63,2,0,0,0,3,1,4,0,2,0,1,3,0,0
Business,Human Resources Specialist,3.12,0,1,0,0,2,0,4,8,2,2,4,0,1,0
Biology,Geneticist,3.57,3,1,1,1,6,1,3,1,2,4,1,3,0,0
Finance,Credit Analyst,3.05,4,2,0,1,1,1,4,1,4,0,9,4,4,0
Education,Principal,2.96,7,2,2,1,8,0,2,1,3,1,3,0,2,0
Music,Composer,3.54,8,0,2,0,6,0,4,0,2,3,2,1,2,0
Psychology,Psychologist,2.51,4,1,0,0,1,1,0,3,3,2,1,0,2,1
Finance,Actuary,2.17,8,1,4,1,0,0,4,3,3,1,9,1,2,1
Finance,Financial Controller,3.59,2,2,1,0,2,0,2,0,1,0,9,4,1,0
Chemistry,Inorganic Chemist,3.26,7,0,4,1,7,1,2,0,1,1,1,1,4,1
Music,Sound Engineer,2.69,9,0,3,0,9,1,2,2,3,0,2,4,1,0
Biology,Geneticist,3.63,9,2,1,1,7,1,2,1,1,0,1,0,2,1
Business,Human Resources Specialist,2.99,2,0,4,1,0,0,4,10,2,3,3,4,1,1
Physics,Nuclear Physicist,2.34,2,2,3,0,8,0,3,3,3,0,3,1,0,0
Law,Lawyer,3.54,0,1,1,0,3,1,3,8,2,3,3,1,0,0
Computer Science,Cybersecurity Analyst,2.29,4,0,0,0,1,0,10,0,3,3,3,4,2,0
Marketing,Brand Manager,3.03,5,2,3,1,0,1,0,10,1,3,3,3,4,1
Law,Legal Secretary,2.14,6,2,2,1,4,0,2,8,4,3,3,3,4,1
Physics,Nuclear Physicist,3.22,2,2,3,1,3,0,1,4,1,2,3,2,0,1
Computer Science,Game Developer,2.04,6,1,4,1,9,1,9,4,4,2,3,0,1,0
Law,Legal Consultant,2.54,1,2,0,1,1,1,3,7,2,0,1,1,4,0
Engineering,Chemical Engineer,2.54,0,2,3,0,4,1,0,0,10,4,8,3,3,1
Chemistry,Chemist,3.06,0,1,2,1,0,0,3,0,2,1,3,0,0,1
Music,Musician,3.11,6,0,3,0,3,1,1,4,4,3,3,3,1,0
Medicine,Nurse,3.646577971126651,4,0,1,0,9,0,1,3,0,2,3,1,0,0
Law,Legal Secretary,2.83,3,0,4,0,9,1,4,7,2,0,4,4,3,0
Finance,Financial Analyst,3.84,9,2,0,0,9,0,3,3,2,2,9,0,4,1
Engineering,Biomedical Engineer,2.34,6,1,3,1,8,1,1,2,10,4,10,4,2,0
Marketing,Market Research Analyst,2.99,8,2,3,0,5,0,0,10,3,1,0,2,1,0
Physics,Nuclear Physicist,3.71,0,1,1,0,6,1,3,0,3,0,0,0,1,0
Marketing,Marketing Manager,3.94,5,0,1,1,3,1,4,10,1,2,3,3,0,0
Finance,Accountant,3.64,6,2,3,1,2,0,2,1,0,4,8,4,1,0
Law,Legal Secretary,3.87,9,2,4,1,9,0,1,10,1,0,2,1,1,1
Psychology,Music Therapist,2.35,1,1,4,1,6,1,3,0,2,2,3,4,4,1
Music,Conductor,3.84,5,1,0,1,8,1,0,3,0,4,4,1,0,1
Business,Entrepreneur,2.74,4,0,0,1,5,1,3,10,1,0,0,2,1,1
Art,Animator,2.7,6,2,3,1,4,0,2,3,0,3,0,1,4,1
Business,Human Resources Specialist,2.26,5,1,3,1,8,1,3,10,1,2,3,4,0,0
Computer Science,AI Researcher,3.48,3,2,4,0,6,1,8,1,1,1,3,2,0,1
Law,Judge,2.84,8,2,1,1,3,1,1,10,4,4,0,2,3,1
Medicine,Dentist,3.902985064335477,9,2,2,0,1,1,1,4,1,2,2,2,3,1
Education,Special Education Teacher,3.45,2,1,3,1,0,1,2,1,3,0,4,2,0,1
Business,Entrepreneur,2.37,7,2,0,0,2,0,1,8,1,4,2,2,1,0
Computer Science,Game Developer,3.33,4,1,1,0,1,1,9,1,4,2,3,3,0,1
Computer Science,Cybersecurity Analyst,3.0,2,2,3,0,3,0,9,1,4,4,4,0,4,1
Computer Science,Software Developer,2.28,3,2,1,1,9,1,10,2,3,4,2,1,4,1
Biology,Biotechnologist,2.21,8,0,1,1,2,0,1,0,3,3,1,2,4,1
Computer Science,Web Developer,2.32,5,1,3,1,3,0,7,1,1,3,1,1,1,0
Biology,Biologist,2.72,5,0,2,0,3,1,1,3,2,1,4,3,3,1
Chemistry,Inorganic Chemist,3.39,0,2,3,1,3,0,3,3,2,3,0,0,0,1
Music,Conductor,3.72,9,0,2,0,3,0,2,3,3,1,2,2,2,1
Computer Science,Cybersecurity Analyst,2.34,8,2,1,0,1,0,9,4,4,1,2,3,4,0
Music,Musician,3.63,5,2,1,1,7,1,4,4,3,4,3,1,1,1
Law,Legal Secretary,3.32,0,0,1,1,6,1,2,10,0,1,3,1,2,0
Physics,Quantum Physicist,3.74,5,1,1,0,9,1,0,2,0,2,1,1,3,1
Engineering,Chemical Engineer,3.31,2,2,2,0,4,1,2,1,7,0,9,2,4,1
Finance,Accountant,2.77,2,2,2,0,7,0,3,3,0,2,10,2,0,0
Law,Legal Consultant,2.62,6,0,0,0,4,0,0,10,2,2,1,0,3,1
Computer Science,Data Scientist,2.36,4,2,1,1,3,0,7,2,3,4,3,3,2,0
Computer Science,Data Scientist,2.38,3,2,2,1,2,1,10,4,4,4,4,3,3,0
Chemistry,Organic Chemist,2.29,2,0,0,0,3,1,2,2,2,0,1,4,0,1
Computer Science,Web Developer,3.9,9,1,4,1,1,0,10,1,4,4,1,0,1,0
Physics,Physicist,2.02,1,2,2,0,5,1,1,2,1,2,0,1,1,0
Architecture,Landscape Architect,3.39,1,2,0,0,0,0,1,1,3,0,2,0,4,1
Law,Legal Consultant,2.74,7,2,0,1,9,1,4,7,0,4,2,4,3,0
Engineering,Electrical Engineer,3.36,8,0,1,0,8,0,0,3,7,3,10,1,0,1
Music,Sound Engineer,2.37,8,2,0,0,2,0,1,3,2,1,1,0,3,0
Finance,Investment Banker,3.5,9,1,4,1,2,0,0,3,2,1,9,3,1,0
Chemistry,Organic Chemist,3.23,2,1,3,0,8,1,1,3,2,2,3,1,4,1
Architecture,Architectural Technologist,3.09,7,1,2,0,4,0,4,0,0,0,4,1,2,0
Chemistry,Analytical Chemist,3.82,6,2,4,1,8,0,1,2,1,0,0,3,1,0
Marketing,Market Research Analyst,2.07,2,2,2,1,9,0,1,10,4,1,1,2,1,0
Architecture,Architect,3.23,3,1,2,1,8,1,1,1,2,3,4,2,4,0
Medicine,Pharmacist,3.8803306710118033,3,2,1,0,0,1,0,1,1,2,3,0,0,0
Psychology,Art Therapist,2.99,7,0,2,0,2,1,0,0,0,3,1,0,4,1
Architecture,Interior Designer,2.98,9,0,2,1,3,0,4,2,1,0,2,2,3,1
Physics,Physicist,2.71,6,0,2,0,9,0,0,2,1,1,0,4,4,1
Education,Education Administrator,3.67,4,1,3,1,3,0,1,2,3,1,1,4,0,0
Biology,Microbiologist,2.01,5,1,3,1,8,1,4,3,4,0,3,0,3,0
Architecture,Landscape Architect,3.09,5,0,0,0,0,1,2,2,3,3,0,4,0,1
Computer Science,Game Developer,4.0,9,1,1,0,5,1,10,4,4,3,1,4,2,1
Biology,Ecologist,2.16,2,1,3,1,5,0,2,0,0,1,2,1,4,0
Psychology,Psychologist,3.34,1,1,2,0,5,1,1,0,3,3,4,3,1,1
Law,Legal Secretary,3.5,6,1,2,0,9,0,3,10,4,3,0,3,3,1
Business,Human Resources Specialist,3.56,0,1,1,1,5,0,0,8,1,2,2,0,0,0
Business,Entrepreneur,3.07,8,1,4,1,3,0,2,9,0,0,2,0,4,0
Education,Special Education Teacher,2.31,5,0,4,1,8,0,3,4,0,0,1,2,4,0
Music,Conductor,3.02,10,2,4,0,1,1,3,0,0,4,3,3,0,1
Business,Construction Manager,3.36,7,0,4,0,3,0,0,9,3,3,1,1,0,0
Law,Legal Secretary,3.71,5,1,0,0,3,1,3,7,3,0,0,2,2,1
Physics,Astronomer,3.39,0,1,3,1,1,1,3,4,1,0,4,0,2,1
Marketing,Market Research Analyst,2.37,5,0,0,0,3,1,0,9,0,1,0,1,0,1
Finance,Accountant,3.97,7,0,3,0,0,1,2,0,2,1,10,0,3,0
Medicine,Doctor,3.7951904826019303,8,0,1,0,1,0,3,0,2,2,1,2,2,0
Computer Science,Game Developer,2.36,4,2,3,1,5,0,7,2,4,1,2,0,2,1
Education,Curriculum Developer,3.04,4,2,1,0,3,0,3,4,0,0,1,2,3,1
Business,Manager,2.76,0,0,3,1,5,0,1,7,0,1,4,4,0,1
Engineering,Aerospace Engineer,3.59,7,2,3,0,2,1,3,4,7,3,7,4,1,0
Physics,Nuclear Physicist,3.63,9,1,4,0,3,0,2,4,2,0,0,2,3,1
Psychology,Art Therapist,2.9,6,1,3,1,0,0,1,1,4,3,1,0,4,1
Medicine,Nurse,3.7781181970128865,5,0,0,0,5,0,0,1,2,4,0,4,1,0
Art,Illustrator,3.93,7,1,5,0,1,1,1,3,2,0,2,0,3,0
Computer Science,AI Researcher,3.8,9,0,1,1,8,1,7,3,2,4,4,1,3,1
Psychology,Art Therapist,3.93,1,1,3,0,1,0,4,1,1,4,3,4,3,1
Medicine,Surgeon,3.6392839766028295,1,2,0,1,6,0,1,3,3,4,2,2,0,0
Chemistry,Inorganic Chemist,2.41,2,1,0,1,3,1,3,3,0,1,0,4,2,1
Engineering,Biomedical Engineer,2.8,2,1,4,1,3,1,1,0,8,0,8,0,2,0
Marketing,Market Research Analyst,2.58,9,1,4,0,0,1,4,10,1,3,4,3,0,0
Art,Graphic Designer,3.39,4,0,3,1,6,0,2,4,0,2,4,2,0,0
Art,Animator,2.24,4,2,3,0,5,0,4,2,3,4,2,2,3,1
Music,Composer,3.85,9,0,0,1,5,0,4,1,1,1,0,2,0,1
Engineering,Mechanical Engineer,3.78,6,1,4,0,0,0,1,2,9,2,9,2,0,1
Architecture,Architectural Technologist,3.86,2,1,4,0,4,0,0,3,1,1,1,1,2,1
Education,Education Administrator,2.14,9,2,2,1,6,1,1,4,2,4,3,3,1,0
Finance,Risk Analyst,2.08,3,2,2,0,2,1,4,1,2,1,8,3,2,0
Computer Science,Game Developer,2.87,0,2,2,1,8,1,10,2,4,4,4,3,0,0
Medicine,Surgeon,3.754611269163539,2,1,3,1,8,1,0,3,1,4,3,2,4,1
Education,Principal,2.55,0,0,1,1,0,0,2,3,4,2,4,1,3,0
Marketing,Market Research Analyst,3.8,3,2,0,1,1,1,4,10,3,1,1,1,1,1
Architecture,Urban Planner,3.45,8,2,4,0,2,1,3,4,2,0,1,1,0,1
Physics,Quantum Physicist,2.25,0,0,1,1,5,0,1,1,3,1,2,0,3,0
Art,Graphic Designer,3.83,3,0,3,1,2,1,3,1,2,2,3,0,2,1
Art,Graphic Designer,2.46,9,0,3,1,7,0,1,4,0,1,0,3,0,1
Marketing,Advertising Manager,3.47,9,0,4,0,8,0,2,9,2,3,4,3,3,0
Psychology,Industrial-Organizational Psychologist,3.72,3,0,3,1,7,1,1,2,4,2,0,4,0,1
Engineering,Aerospace Engineer,2.25,6,1,2,1,5,1,1,2,9,3,10,2,2,1
Computer Science,Cybersecurity Analyst,2.11,5,2,0,0,1,0,8,4,3,2,4,3,1,0
Psychology,Industrial-Organizational Psychologist,3.53,4,1,4,0,3,0,2,4,0,4,4,4,1,1
Music,Musician,3.03,10,0,4,1,5,0,2,1,4,4,4,3,3,1
Finance,Financial Advisor,3.21,4,0,2,1,7,1,2,0,3,3,7,3,3,1
Education,Teacher,3.17,5,2,2,1,8,1,1,1,3,4,2,3,1,0
Psychology,Industrial-Organizational Psychologist,2.71,2,1,1,0,0,0,0,4,2,1,4,4,1,1
Psychology,Counselor,3.02,5,0,1,1,7,0,3,4,2,1,0,2,0,1
Architecture,Landscape Architect,2.02,4,1,2,1,4,0,0,1,2,0,4,3,1,0
Law,Legal Analyst,2.91,0,1,2,1,2,1,4,9,4,0,1,3,2,0
Law,Judge,2.52,2,0,3,1,1,0,0,8,0,3,3,2,0,0
Business,Entrepreneur,2.42,4,2,1,0,8,1,4,10,3,1,2,3,1,0
Law,Lawyer,3.19,0,1,4,1,5,0,0,7,0,4,3,4,0,1
Medicine,Pharmacist,3.5432228765866993,7,2,2,0,8,0,4,1,0,1,0,2,0,0
Medicine,Pharmacist,3.657022001508822,4,2,3,1,3,1,3,0,1,2,2,2,0,0
Art,Artist,2.56,9,1,5,1,3,0,1,4,2,2,3,0,2,1
Psychology,Industrial-Organizational Psychologist,3.02,4,0,2,1,1,1,4,3,0,4,2,3,1,0
Biology,Ecologist,2.67,5,1,3,1,8,1,3,1,4,4,3,4,1,0
Engineering,Aerospace Engineer,2.86,5,2,4,0,1,0,2,4,10,0,10,4,3,1
Education,Principal,2.78,1,0,3,1,4,1,0,0,4,0,2,4,4,1
Business,Construction Manager,3.63,6,1,2,0,9,0,0,9,0,4,2,4,0,1
Education,Curriculum Developer,2.58,1,1,1,0,3,0,0,4,2,4,3,1,0,0
Art,Animator,3.44,4,0,4,1,5,0,4,2,1,4,1,4,4,1
Law,Lawyer,2.34,8,0,2,1,3,1,2,7,3,2,2,1,0,1
Medicine,Nurse,3.7053502002932714,1,0,1,0,3,1,4,0,2,1,3,2,2,0
Psychology,Music Therapist,3.92,1,2,2,0,0,1,0,4,0,2,0,4,4,0
Education,Principal,2.31,5,1,1,1,7,1,1,3,3,3,0,3,1,1
Psychology,Forensic Psychologist,3.75,6,2,0,0,8,0,3,2,0,4,4,4,0,0
Marketing,Digital Marketing Specialist,2.11,9,2,3,1,7,0,0,7,3,1,0,2,3,0
Law,Legal Analyst,2.98,5,2,2,1,7,0,2,10,0,2,0,1,2,1
Finance,Financial Advisor,3.52,7,1,4,1,7,1,3,4,0,2,7,4,2,1
Business,Manager,3.09,9,0,0,1,0,1,1,7,4,3,3,2,0,0
Computer Science,Web Developer,2.19,5,2,1,1,2,1,7,1,2,2,1,2,2,1
Finance,Financial Analyst,2.91,0,2,0,1,0,1,3,1,0,1,10,3,3,0
Medicine,Physician Assistant,3.504182829992072,1,0,2,0,6,1,0,1,1,3,2,2,1,1
Finance,Financial Analyst,2.67,1,2,1,1,7,0,1,2,4,4,10,3,2,1
Computer Science,Web Developer,2.12,4,1,3,0,7,1,8,0,3,2,3,2,1,0
Education,Curriculum Developer,2.24,5,2,2,0,7,0,2,4,3,2,2,0,1,1
Marketing,Brand Manager,3.11,5,1,2,0,8,1,2,8,1,0,1,4,1,1
Biology,Microbiologist,2.03,9,1,3,0,9,0,2,0,1,1,3,4,2,0
Marketing,Marketing Specialist,2.39,8,0,1,0,6,1,0,7,4,4,0,1,2,1
Biology,Biotechnologist,3.18,2,2,2,0,4,1,1,3,2,0,0,1,1,0
Music,Music Teacher,2.63,9,2,0,1,2,0,2,3,1,4,2,4,3,0
Computer Science,Software Developer,3.49,7,1,0,0,6,1,8,0,3,1,3,2,2,0
Marketing,Advertising Manager,3.09,4,0,4,0,3,0,0,9,3,0,3,4,2,1
Biology,Biologist,3.11,3,1,1,0,0,1,3,4,4,2,2,2,1,0
Art,Art Director,2.55,0,2,4,0,7,1,1,2,2,1,0,0,0,0
Law,Legal Secretary,2.05,6,1,0,0,4,1,0,10,3,0,0,0,1,0
Finance,Credit Analyst,2.17,9,2,0,1,3,1,1,4,0,0,7,3,4,1
Biology,Geneticist,2.53,5,1,0,0,4,1,4,2,0,2,0,3,0,0
Business,Human Resources Specialist,3.23,7,2,3,0,4,1,2,10,3,1,0,3,4,0
Chemistry,Chemist,3.6,7,1,0,0,8,0,3,3,1,1,3,3,3,0
Psychology,Forensic Psychologist,2.73,3,1,0,1,0,0,4,3,4,3,4,2,1,1
Finance,Investment Banker,3.38,5,2,1,0,0,0,1,4,4,3,8,1,1,0
Art,Graphic Designer,3.39,3,1,4,0,8,0,1,3,2,2,2,1,1,0
Business,Entrepreneur,2.41,0,1,1,1,6,1,1,10,2,0,4,2,3,0
Music,Composer,2.63,10,2,0,0,4,1,2,0,2,4,3,4,3,0
Law,Legal Analyst,3.67,0,1,3,1,2,1,2,9,3,0,1,4,3,0
Psychology,Industrial-Organizational Psychologist,3.28,3,2,0,1,9,0,2,3,1,4,3,0,2,1
Computer Science,Data Scientist,3.22,7,1,1,0,4,1,10,1,2,0,3,4,4,0
Physics,Physicist,3.67,6,0,1,1,8,1,0,0,0,2,0,1,0,1
Physics,Physicist,3.98,4,1,4,0,1,1,4,1,1,0,4,3,4,0
Finance,Credit Analyst,2.16,7,1,0,0,0,1,4,2,1,2,8,4,0,0
Finance,Investment Banker,3.47,6,1,3,0,6,1,0,4,3,2,9,4,0,1
Marketing,Advertising Manager,3.44,0,1,4,0,6,0,3,10,1,2,2,0,4,1
Law,Legal Consultant,3.46,6,0,3,0,6,0,4,7,2,0,4,3,4,1
Chemistry,Analytical Chemist,3.83,1,1,3,0,0,0,0,2,2,2,4,0,3,0
Music,Music Teacher,3.1,7,2,1,0,7,1,3,0,3,4,2,3,0,0
Computer Science,Data Scientist,2.63,2,1,3,1,5,0,9,2,0,2,3,2,0,0
Finance,Credit Analyst,2.15,3,1,4,1,7,0,4,3,4,2,8,4,3,1
Architecture,Architectural Technologist,3.66,9,2,2,0,1,0,1,0,4,0,4,3,2,1
Physics,Astronomer,2.28,5,0,2,0,3,1,1,2,4,3,0,1,4,0
Education,Teacher,3.07,5,0,0,0,0,0,0,2,4,3,0,4,3,0
Chemistry,Physical Chemist,2.57,8,1,4,1,8,0,2,1,4,3,4,3,2,1
Biology,Microbiologist,3.92,9,0,0,0,6,1,2,2,1,4,3,1,2,0
Law,Lawyer,2.71,6,1,2,0,3,1,0,7,3,1,0,0,4,1
Finance,Accountant,2.2,1,0,2,0,0,0,1,0,0,1,8,2,1,1
Music,Musician,3.54,6,1,0,0,4,1,0,3,4,0,2,0,0,0
Psychology,Industrial-Organizational Psychologist,3.09,6,2,0,1,3,0,4,1,0,2,1,1,1,1
Chemistry,Inorganic Chemist,2.96,4,0,2,1,3,1,2,1,3,1,3,0,1,1
Physics,Physicist,2.22,3,1,2,0,2,0,3,2,1,3,3,2,1,1
Medicine,Pharmacist,3.5498319610383877,1,1,2,1,0,1,0,3,4,2,3,2,1,0
Medicine,Pharmacist,3.6977400140158285,1,2,3,1,7,1,1,0,1,2,3,2,4,0
Marketing,Brand Manager,2.73,9,0,2,1,9,0,3,9,2,0,2,4,1,0
Education,Special Education Teacher,2.59,1,0,1,1,0,1,4,1,0,1,1,3,0,0
Biology,Zoologist,3.26,2,0,2,1,7,1,1,1,1,2,0,4,2,1
Architecture,Landscape Architect,2.16,8,1,4,1,4,1,1,0,3,2,2,4,3,0
Finance,Accountant,2.34,6,1,3,1,2,0,4,4,0,2,9,0,1,1
Medicine,Surgeon,3.5259410387969963,9,2,2,1,9,0,0,0,2,3,3,2,1,0
Biology,Biologist,3.76,1,2,2,0,4,1,0,0,0,1,4,0,4,1
Music,Sound Engineer,3.39,8,2,3,1,6,1,2,2,3,3,2,0,1,1
Medicine,Surgeon,3.579063284816534,7,0,1,0,3,0,2,1,0,0,0,2,4,1
Law,Legal Secretary,3.64,6,1,4,0,6,1,3,9,3,4,4,4,3,0
Psychology,Clinical Psychologist,2.07,2,1,2,0,4,0,2,4,0,0,1,2,3,1
Computer Science,Web Developer,3.31,8,2,0,1,0,0,8,2,3,3,4,0,1,0
Architecture,Interior Designer,3.69,4,1,2,1,8,0,2,1,3,3,0,4,1,1
Marketing,Brand Manager,2.94,6,0,1,1,8,1,1,8,0,1,4,1,2,0
Medicine,Physician Assistant,3.8436872088488987,3,1,3,1,0,1,4,4,3,3,4,0,3,1
Computer Science,Web Developer,2.98,1,1,2,1,0,0,7,3,2,2,2,1,3,0
Computer Science,AI Researcher,3.5,1,2,0,1,9,0,8,3,3,2,1,1,2,1
Computer Science,Cybersecurity Analyst,2.74,9,2,1,1,2,0,8,0,4,1,0,3,4,0
Chemistry,Organic Chemist,3.5,2,2,3,1,3,0,4,0,4,1,4,1,4,0
Medicine,Physician Assistant,3.7414472182992995,8,2,0,0,2,0,1,4,4,1,3,0,1,1
Music,Conductor,2.54,9,1,2,1,8,1,3,2,3,4,1,0,2,1
Computer Science,Web Developer,3.04,5,2,2,1,1,0,7,4,2,2,1,1,0,1
Architecture,Architectural Technologist,2.42,7,0,3,1,8,0,4,4,4,2,4,2,1,1
Psychology,School Psychologist,3.22,1,0,2,1,5,0,3,0,2,0,0,0,4,0
Art,Illustrator,3.38,6,2,3,0,5,1,0,3,4,1,3,2,4,1
Chemistry,Analytical Chemist,2.64,2,1,2,0,1,1,0,2,4,0,3,2,4,0
Computer Science,Game Developer,2.41,4,0,4,0,8,1,7,3,1,4,4,0,4,0
Finance,Risk Analyst,2.03,2,1,1,0,8,1,0,4,4,0,7,2,2,1
Education,Education Administrator,2.32,4,2,4,1,2,1,0,4,1,3,2,4,2,0
Psychology,Psychologist,2.09,2,2,4,1,2,1,3,1,3,0,0,0,4,1
Psychology,Forensic Psychologist,3.63,3,1,4,0,4,0,1,2,0,2,3,1,0,0
Medicine,Physician Assistant,3.5820924820281794,2,1,4,0,1,1,0,1,0,4,0,3,2,1
Psychology,Forensic Psychologist,3.51,6,1,2,0,3,0,3,3,0,1,4,3,1,0
Computer Science,AI Researcher,2.87,2,2,1,1,4,0,10,3,2,3,4,0,1,1
Business,Human Resources Specialist,3.18,3,1,2,1,5,1,1,10,1,0,3,3,0,1
Computer Science,Game Developer,2.3,2,1,2,1,8,1,10,2,3,0,2,0,4,1
Psychology,Forensic Psychologist,3.86,4,1,0,1,6,1,1,4,1,1,1,0,0,1
Architecture,Urban Planner,3.67,4,1,1,1,2,0,0,3,1,4,2,1,4,0
Marketing,Marketing Specialist,2.97,7,2,3,1,4,1,2,9,1,1,3,4,4,0
Medicine,Physician Assistant,3.804722648663639,1,0,0,1,3,1,3,4,4,2,3,4,0,1
Computer Science,AI Researcher,2.15,6,1,3,0,9,1,10,1,2,3,1,1,4,1
Biology,Biotechnologist,3.86,5,0,1,0,7,0,4,2,1,3,2,3,2,0
Business,Construction Manager,2.45,0,0,3,0,4,0,3,10,3,3,2,1,2,1
Engineering,Civil Engineer,2.76,7,2,2,1,8,0,1,3,10,1,8,0,0,0
Business,Human Resources Specialist,2.34,9,1,4,1,6,0,2,10,2,3,2,0,0,1
Education,Special Education Teacher,3.6,7,2,3,1,7,1,1,4,4,3,3,4,4,1
Finance,Accountant,2.27,1,1,2,0,7,0,2,0,1,4,9,3,0,1
Law,Legal Secretary,3.59,1,0,2,1,3,0,0,8,0,3,1,4,0,0
Business,Human Resources Specialist,3.35,3,0,4,0,7,0,1,10,2,2,3,1,2,0
Physics,Physicist,3.77,7,2,3,1,4,1,1,2,1,0,1,3,4,0
Medicine,Nurse,3.8907615647665335,4,1,4,1,4,0,0,0,0,4,4,1,0,1
Finance,Credit Analyst,3.01,2,1,1,1,8,1,0,4,4,3,7,1,4,0
Chemistry,Inorganic Chemist,3.69,9,1,2,1,2,1,2,0,2,1,0,0,0,0
Architecture,Urban Planner,3.13,6,0,0,1,1,0,2,1,0,0,4,4,2,0
Medicine,Pharmacist,3.6390243741666697,4,1,4,1,8,1,3,0,4,2,3,3,1,1
Engineering,Aerospace Engineer,2.98,3,2,4,0,5,0,4,3,9,2,7,0,2,0
Education,Principal,3.6,6,2,4,1,1,0,1,2,4,3,4,3,3,1
Biology,Zoologist,3.19,2,2,4,0,7,1,2,1,2,1,2,2,4,0
Music,Sound Engineer,2.79,9,2,1,0,8,0,1,0,4,0,3,2,2,1
Law,Paralegal,2.46,2,0,2,1,8,1,1,8,3,3,2,2,0,1
Marketing,Social Media Manager,3.66,0,1,0,1,4,1,4,8,2,1,0,0,1,1
Marketing,Advertising Manager,3.85,1,1,3,1,7,0,0,10,0,0,4,2,4,0
Music,Music Teacher,2.62,6,1,2,0,8,1,4,3,2,2,0,2,4,0
Finance,Credit Analyst,3.03,3,0,4,1,7,1,4,2,0,3,8,0,2,0
Music,Musician,2.57,7,1,4,1,7,0,3,4,2,2,2,0,4,1
Education,Teacher,3.29,3,2,3,0,6,0,4,0,4,0,1,2,0,1
Computer Science,Data Scientist,2.02,2,0,1,0,9,1,8,3,4,3,0,0,1,1
Business,Manager,3.68,7,2,2,1,1,1,2,7,3,3,4,4,0,1
Medicine,Surgeon,3.8307621620730874,4,0,2,1,1,1,2,1,0,3,3,4,0,1
Business,Manager,2.27,4,0,3,1,3,1,4,7,4,0,1,0,3,0
Architecture,Interior Designer,2.34,9,2,4,0,1,0,2,3,2,4,3,1,2,1
Law,Lawyer,2.71,1,2,1,0,1,0,0,10,4,0,3,1,3,0
Psychology,Psychologist,2.53,5,2,2,1,9,0,4,3,0,2,4,0,2,0
Engineering,Aerospace Engineer,2.88,0,1,4,1,8,1,0,1,7,3,8,1,3,0
Marketing,Market Research Analyst,3.57,8,1,0,0,1,1,2,7,3,1,0,1,0,1
Music,Conductor,2.35,8,0,3,0,3,1,3,4,2,2,4,1,2,0
Law,Paralegal,2.16,1,0,1,0,1,1,4,10,3,0,3,4,3,0
Psychology,Music Therapist,3.95,4,0,4,0,4,1,2,4,3,3,4,4,0,0
Computer Science,Game Developer,2.22,3,0,4,1,6,0,9,4,0,0,1,1,0,0
Marketing,Market Research Analyst,3.77,9,0,3,0,4,1,1,7,3,0,4,2,3,1
Business,Human Resources Specialist,2.5,3,2,0,0,6,1,1,7,4,0,3,4,3,0
Physics,Physicist,3.88,0,0,4,0,5,1,0,2,0,1,2,4,2,0
Education,Principal,2.42,9,0,3,1,1,1,1,2,4,0,1,0,3,0
Art,Artist,3.61,5,1,5,1,3,0,1,0,0,2,0,2,2,0
Marketing,Market Research Analyst,2.51,6,0,3,0,3,1,1,10,3,0,0,3,3,1
Music,Composer,3.7,8,1,1,0,4,1,4,3,4,4,0,2,1,1
