field,career,gpa,extracurricular_activities,internships,projects,leadership_positions,field_specific_courses,research_experience,coding_skills,communication_skills,problem_solving_skills,teamwork_skills,analytical_skills,presentation_skills,networking_skills,industry_certifications
13,60,2.28,6,0,0,1,0,0,1,0,3,2,3,2,3,0
6,60,2.1,5,0,0,1,3,0,4,3,4,0,1,3,4,1
3,0,3.65,4,2,0,0,7,1,4,4,3,0,3,4,2,0
14,15,2.94,0,1,1,0,6,0,1,4,3,4,1,1,3,1
6,1,2.28,6,1,4,1,6,1,2,2,2,0,1,0,1,1
0,30,3.79,6,1,3,1,3,1,2,0,1,2,3,0,0,1
8,53,2.5,2,2,3,1,0,0,4,4,4,0,3,3,3,0
8,53,2.64,6,0,3,0,3,1,2,2,1,2,1,4,2,0
13,46,2.65,5,0,3,0,9,1,0,0,1,1,3,3,1,0
7,45,3.72,4,0,2,1,2,1,4,0,4,1,2,4,2,0
5,39,2.48,9,2,1,1,3,0,2,3,4,3,0,4,4,1
9,89,2.18,2,1,2,0,8,1,1,4,2,3,3,2,1,0
13,27,2.86,8,0,1,1,2,0,4,2,4,4,4,4,1,1
0,55,2.63,4,0,2,1,8,1,0,0,4,2,3,3,4,0
2,0,3.78,6,1,4,1,8,0,1,3,1,3,4,3,1,1
6,26,3.88,3,1,3,1,7,1,4,0,0,4,0,0,3,1
5,24,2.22,0,1,0,1,8,1,2,1,3,2,0,0,2,0
9,3,2.83,8,2,4,1,9,1,3,3,4,2,0,4,1,0
7,65,3.94,0,0,1,1,2,1,1,2,4,2,2,4,3,1
13,56,2.37,0,1,3,1,6,0,3,2,2,0,3,1,1,1
1,55,2.05,8,2,0,0,6,1,4,4,2,1,0,1,4,0
11,77,3.77,5,2,0,0,8,0,0,4,0,4,3,4,4,1
1,1,3.74,1,1,0,1,9,1,2,1,1,1,1,1,0,0
2,55,2.31,6,0,4,1,4,0,3,3,4,3,1,0,3,1
7,35,3.9,4,2,0,1,7,1,3,4,1,3,1,4,2,0
13,22,2.45,8,0,4,0,9,0,2,4,0,4,1,1,2,0
8,49,3.93,3,2,1,0,6,0,3,1,1,1,4,1,1,0
9,65,2.79,3,1,0,1,9,0,3,1,1,4,0,2,0,0
8,45,2.23,1,2,3,1,5,0,2,2,2,0,1,3,3,1
10,16,2.45,7,0,0,1,9,0,1,0,0,1,4,0,4,0
9,72,2.88,3,1,2,0,9,1,2,1,3,3,0,1,1,0
7,55,3.14,6,0,1,1,0,0,0,2,2,0,2,1,2,1
2,27,2.14,5,0,1,1,2,0,2,2,0,4,3,3,0,1
0,44,2.93,7,0,3,1,7,0,0,3,2,4,0,4,2,1
4,29,3.46,0,2,2,0,3,1,0,0,4,3,4,3,4,1
0,17,3.46,4,1,4,1,0,0,3,3,4,3,2,3,1,1
8,77,3.4,8,0,0,0,8,1,0,2,3,2,2,0,3,1
6,6,3.84,8,0,0,1,7,1,3,0,0,1,4,3,3,0
3,5,2.52,6,2,2,1,1,0,0,1,4,1,1,4,1,0
2,74,3.36,4,2,2,1,3,1,3,4,3,4,2,2,3,0
0,20,3.43,3,1,3,0,6,0,2,2,4,4,4,4,4,0
1,36,2.84,2,1,4,0,7,0,4,0,3,2,0,2,1,1
9,8,2.1,1,1,1,0,0,1,2,1,4,3,4,1,0,0
4,28,3.17,0,0,3,0,0,1,0,2,2,0,0,0,2,1
10,50,3.84,1,0,0,1,1,1,1,2,4,4,1,4,2,0
11,21,3.47,0,0,1,0,7,1,1,0,0,1,1,1,1,1
7,0,2.34,8,2,1,1,0,0,1,2,0,2,2,0,4,0
5,3,2.57,0,2,3,0,1,0,2,2,4,0,3,3,2,0
8,42,3.45,8,1,2,1,2,0,3,4,4,0,1,4,2,0
3,0,3.78,5,0,4,1,0,1,3,0,0,0,0,2,1,1
4,73,2.24,8,1,3,1,1,1,1,0,0,3,0,4,0,1
8,60,2.23,1,2,2,0,1,0,4,0,2,2,4,4,3,0
8,41,3.73,2,2,1,1,1,0,1,1,1,4,0,2,1,0
0,2,2.9,4,2,3,0,7,0,0,0,0,0,2,0,3,0
1,66,3.03,2,1,3,1,5,1,1,0,4,3,2,2,0,1
8,70,3.67,0,1,3,0,0,0,4,2,1,0,3,1,1,1
11,45,3.82,2,0,4,1,7,0,0,0,3,4,1,0,2,1
13,6,3.69,4,0,0,1,2,0,1,2,0,2,1,3,2,0
8,72,2.72,4,2,0,1,6,1,1,1,0,3,4,2,3,1
8,60,3.26,7,0,4,1,1,0,0,3,1,2,2,2,0,1
4,18,3.35,1,0,0,1,5,0,4,1,3,4,4,0,0,0
13,9,3.52,1,1,2,1,3,1,0,3,0,3,3,3,2,1
13,68,3.83,8,1,2,0,7,1,1,3,3,2,1,2,2,0
7,8,2.45,7,0,1,0,3,0,4,2,4,3,4,0,4,1
12,38,2.62,5,2,1,1,3,0,4,3,4,2,4,3,0,1
7,72,3.51,0,0,1,1,1,1,4,2,4,0,3,0,0,0
12,11,2.99,3,2,4,1,2,1,3,4,2,2,1,2,4,0
12,17,3.95,6,1,1,1,0,1,1,4,4,3,1,4,2,0
8,1,3.83,6,1,0,1,5,1,1,0,3,2,1,2,2,0
6,40,2.87,2,2,3,1,7,0,4,0,2,3,0,4,3,1
2,43,3.89,5,2,0,0,5,1,0,4,4,4,1,0,1,0
4,68,2.86,0,1,3,0,0,0,4,3,0,1,3,0,3,0
14,69,3.76,2,1,0,0,8,1,3,1,0,3,4,0,4,1
8,57,3.28,5,0,2,0,0,1,4,2,0,0,4,1,4,0
4,70,3.58,5,1,0,1,2,1,4,1,1,4,0,2,3,0
10,67,2.23,3,1,4,0,7,1,0,3,4,2,0,4,1,0
11,9,3.25,0,2,3,1,6,0,1,2,4,2,3,0,1,0
10,1,2.03,8,1,0,1,2,0,3,2,4,0,0,2,2,1
10,57,2.53,5,0,1,0,1,1,1,1,4,0,0,1,2,0
8,89,3.33,9,0,1,0,0,1,4,4,1,1,2,4,2,1
7,31,3.42,1,2,3,1,8,0,0,1,0,3,1,1,4,0
0,88,2.72,7,0,0,0,4,0,3,0,2,3,2,0,2,0
13,0,2.06,6,1,0,0,0,1,0,3,4,1,3,0,1,1
1,66,3.48,6,0,1,1,9,1,4,1,3,3,2,1,0,1
8,73,2.76,5,0,2,0,2,1,1,3,0,0,3,3,2,0
2,52,2.57,9,1,2,1,1,1,1,1,0,3,1,4,4,0
14,37,3.34,7,2,3,1,1,0,4,0,2,2,0,0,2,0
12,29,3.4,6,1,0,0,6,1,2,0,0,3,0,0,1,0
6,64,3.21,8,0,3,1,1,1,1,2,2,1,1,4,4,1
3,8,2.43,8,0,0,1,7,0,1,1,3,4,4,0,1,1
8,80,2.77,9,2,1,0,7,0,4,1,3,2,3,4,4,0
10,22,2.07,4,0,4,0,1,1,4,0,4,0,0,3,1,0
7,10,2.66,0,0,4,1,5,1,3,3,1,3,4,2,1,0
10,56,2.05,2,1,1,1,2,1,3,2,2,1,1,4,3,1
10,16,2.88,5,1,2,0,3,0,3,2,4,0,2,4,3,0
13,71,3.28,9,0,2,0,7,1,2,2,3,0,0,0,4,0
5,63,3.99,5,0,4,1,1,0,2,3,4,4,1,4,3,0
14,59,2.14,2,0,4,0,0,1,4,0,3,0,1,1,2,1
12,74,3.9,6,1,2,0,8,1,0,2,0,0,3,3,2,1
14,30,2.57,7,0,0,1,5,1,4,3,0,2,4,2,0,0
14,72,2.99,6,0,3,1,8,0,4,1,0,1,3,1,2,0
1,69,3.88,2,0,4,0,7,0,1,2,4,2,3,3,1,0
6,34,2.57,5,2,3,0,6,1,3,1,3,4,2,0,1,1
2,31,2.52,9,2,4,1,1,0,4,1,3,0,0,0,1,1
8,62,2.58,7,0,0,1,9,0,1,2,2,4,0,3,3,0
9,28,2.93,9,1,0,1,9,0,0,0,0,3,4,0,1,1
5,29,3.5,1,0,0,0,3,1,4,0,4,4,3,0,4,1
7,39,3.43,6,2,1,1,3,0,2,1,0,2,1,4,2,1
8,34,2.34,5,2,1,1,1,1,3,0,3,2,2,0,2,0
10,65,3.89,0,2,0,1,4,1,0,0,2,2,4,0,1,1
14,63,2.1,8,1,0,1,9,0,1,4,1,1,2,2,0,1
2,13,2.09,2,0,3,0,2,1,0,4,0,3,2,2,3,0
14,10,2.62,9,0,3,1,5,0,4,4,0,4,2,2,1,1
12,30,3.66,7,1,0,1,4,0,0,0,4,2,3,4,0,1
10,64,3.84,5,1,0,1,7,1,4,0,3,2,3,2,0,0
0,70,3.36,0,1,0,0,2,0,3,1,4,0,2,2,2,0
6,57,2.45,8,0,1,0,8,1,3,2,2,2,4,0,4,0
8,84,2.82,6,2,1,1,1,1,3,0,0,1,4,3,0,1
13,89,2.75,6,0,1,0,2,1,1,4,0,2,1,4,2,0
10,4,3.46,1,2,2,0,7,1,1,4,4,4,4,4,4,1
10,64,2.98,7,2,1,1,8,0,0,0,4,2,2,4,3,1
6,28,3.63,7,1,0,1,9,0,2,2,3,0,1,4,4,1
6,37,3.86,0,1,1,0,9,1,4,2,2,4,3,3,4,1
1,65,2.81,9,0,3,1,4,1,1,4,4,1,4,1,3,1
14,66,3.76,9,0,0,1,2,0,3,1,4,3,4,3,3,1
1,50,3.88,5,1,4,0,7,1,3,1,1,3,4,0,2,0
12,75,2.26,9,2,2,1,8,0,4,0,0,1,0,2,0,1
10,62,3.39,6,1,3,1,3,0,4,0,4,3,1,4,0,1
3,72,2.1,1,1,2,0,4,1,1,3,1,0,1,3,4,1
0,51,3.3,9,2,3,1,6,1,4,1,2,1,4,2,2,1
9,80,3.65,1,2,3,1,2,1,4,1,3,0,0,3,3,1
0,7,3.93,9,2,0,0,9,0,3,1,3,0,4,4,1,1
13,88,3.55,2,2,3,0,1,1,0,2,4,4,2,0,2,1
3,30,2.39,6,2,0,1,0,0,2,1,0,1,3,2,0,1
1,48,3.99,6,0,4,1,7,0,3,4,0,4,1,2,2,1
2,32,3.85,5,0,4,1,4,0,4,2,0,2,1,4,0,1
4,32,3.07,4,1,4,1,6,1,3,2,0,0,3,0,1,1
2,16,3.13,3,2,2,0,0,0,2,4,2,2,0,0,0,1
13,45,3.4,5,2,2,1,6,0,0,4,3,2,0,3,2,1
4,19,2.59,0,2,4,0,7,1,1,3,3,0,2,1,1,1
9,36,3.86,1,0,0,0,8,0,1,0,4,1,2,4,3,0
3,76,3.59,9,2,2,1,8,0,0,0,4,4,3,4,2,0
1,11,3.35,8,0,1,0,9,0,2,1,4,1,3,1,2,0
7,6,2.84,9,1,0,0,0,0,2,3,2,0,4,3,4,0
5,73,3.91,3,0,1,1,7,0,4,0,3,3,2,3,2,0
10,48,2.34,6,2,2,0,5,1,0,2,1,2,2,4,4,0
14,70,2.88,9,2,4,1,4,0,0,2,1,2,0,0,4,1
2,81,2.46,3,2,3,0,6,0,1,0,4,1,1,4,1,1
7,36,2.97,5,1,3,0,6,0,0,4,3,2,2,3,4,1
13,5,3.09,5,0,4,1,8,1,4,2,0,0,4,3,1,1
13,24,3.7,1,1,1,1,9,1,2,1,4,1,0,1,2,0
1,79,3.68,4,1,4,1,8,1,0,0,3,3,1,1,1,1
5,56,3.53,0,1,0,0,5,0,4,4,2,0,0,1,3,0
5,53,3.45,8,1,3,0,8,0,3,0,0,4,2,1,0,0
5,63,3.32,9,2,1,1,6,1,3,3,2,4,0,3,4,1
0,77,2.64,9,1,3,0,6,1,4,1,3,0,4,3,0,0
4,23,2.61,4,0,2,1,7,0,4,4,3,3,2,2,1,0
0,66,2.57,7,2,3,1,7,0,0,3,3,1,1,4,1,1
14,67,3.52,5,0,0,1,2,0,2,1,1,4,2,2,1,0
13,7,2.02,8,2,1,0,2,1,2,2,3,4,2,2,3,1
1,82,3.57,6,0,4,1,6,1,4,4,2,3,3,2,4,0
12,59,3.52,2,2,2,0,9,0,4,4,3,0,2,4,1,1
6,14,2.78,2,1,3,0,4,1,2,3,3,0,0,0,0,0
5,58,3.37,7,1,3,1,2,1,0,3,4,2,4,3,3,0
0,74,3.34,3,1,0,1,1,1,0,0,1,4,1,3,4,0
4,76,2.4,4,2,1,0,9,0,0,3,0,4,1,4,3,0
0,60,2.09,8,0,4,1,3,0,4,4,1,1,3,3,2,1
3,18,3.18,5,1,4,1,4,1,3,0,3,2,4,4,3,0
0,39,2.95,5,0,4,1,5,1,3,3,1,3,1,0,4,0
3,11,3.27,7,1,3,1,0,0,4,2,4,3,1,1,1,1
11,50,2.57,4,2,2,1,5,0,2,0,4,0,4,2,0,0
13,30,3.26,2,2,4,1,2,0,3,0,0,0,4,2,2,1
9,4,2.28,8,2,0,0,5,1,1,4,2,3,3,0,0,0
3,83,3.7,6,1,3,1,8,1,1,4,0,3,0,3,3,1
9,8,3.48,4,2,2,0,8,1,2,1,1,2,2,3,3,0
8,3,2.42,5,2,1,1,8,1,2,0,4,4,2,2,1,0
9,47,2.74,0,2,0,0,2,0,2,3,1,4,1,4,3,1
13,9,2.65,8,2,3,1,2,1,4,3,1,4,4,4,4,1
14,84,2.37,4,2,2,1,6,0,0,4,1,4,3,4,0,0
10,60,3.54,9,0,2,1,2,1,3,1,3,1,2,1,1,1
3,71,2.9,1,0,2,1,2,0,4,3,2,2,1,3,1,1
1,12,2.88,1,1,0,0,8,1,1,4,0,1,3,2,2,0
13,6,3.69,7,0,1,1,4,0,1,2,0,2,2,1,1,0
12,88,3.12,3,1,4,0,1,1,1,3,4,2,3,2,4,0
13,69,3.4,8,0,2,0,2,0,4,0,0,1,3,1,4,0
7,15,2.74,3,1,4,1,5,1,4,1,0,0,4,1,2,1
12,54,2.99,9,1,0,0,5,1,4,2,1,4,4,2,4,1
5,2,3.25,7,0,2,0,7,0,4,0,1,2,1,4,3,1
1,0,2.12,4,0,0,0,9,0,4,0,1,0,2,3,1,0
7,69,3.56,7,2,0,1,1,1,4,3,3,0,0,0,4,0
14,73,3.93,3,0,1,0,4,1,3,2,1,2,2,1,4,0
1,48,2.23,5,1,4,0,0,0,1,3,0,2,3,3,0,0
3,66,2.26,3,1,0,1,0,0,2,0,1,0,3,0,0,1
1,43,3.01,5,2,0,0,8,1,2,1,4,1,3,4,0,1
4,83,2.44,8,1,4,0,3,0,2,4,3,3,1,3,0,0
11,64,3.6,5,0,3,1,1,0,3,1,2,0,1,4,2,1
8,37,2.98,4,2,1,1,8,0,0,0,4,3,3,1,4,0
7,38,2.94,3,2,3,1,7,1,4,3,2,3,0,2,4,0
7,15,2.23,6,1,2,1,6,1,0,0,0,2,1,0,1,1
7,58,2.07,2,2,0,0,1,1,3,2,0,3,0,2,2,0
7,87,3.76,1,0,1,0,5,0,0,2,0,3,4,0,2,0
12,24,3.19,6,0,3,1,0,0,2,2,3,4,2,1,4,1
5,25,3.05,3,1,2,0,0,1,4,2,1,0,1,3,3,1
5,58,3.47,0,1,1,1,6,1,1,3,4,4,1,4,0,1
13,69,3.69,4,0,0,0,3,1,2,1,0,1,0,0,4,0
8,87,3.59,4,2,3,0,9,1,1,0,3,3,4,4,2,1
8,63,2.85,0,0,3,1,3,1,4,1,4,4,0,2,4,1
9,7,2.25,9,2,2,1,4,1,3,0,3,4,4,3,4,1
2,71,2.49,0,2,3,1,5,1,2,3,1,3,1,0,2,1
2,25,3.17,0,1,2,1,9,0,0,2,0,4,4,3,1,1
14,75,2.45,8,2,1,0,9,1,2,3,3,0,3,3,1,0
0,62,3.28,1,2,0,1,6,1,4,0,1,4,3,1,4,1
8,69,3.81,6,1,0,1,5,1,3,3,1,1,1,0,1,1
9,11,3.86,6,0,4,0,0,0,1,4,0,3,0,2,0,1
11,33,2.85,0,1,4,0,6,1,2,2,4,1,4,1,3,1
7,71,3.43,7,2,4,1,7,0,4,3,3,1,0,0,2,0
9,70,2.34,1,1,4,0,7,0,1,3,3,4,4,3,4,1
5,21,3.21,8,0,2,1,6,1,1,0,4,4,3,1,2,0
14,60,2.84,7,1,2,0,6,0,1,0,2,2,0,2,1,1
3,28,3.09,9,0,1,0,3,1,4,4,3,1,0,4,2,1
6,26,2.76,1,1,4,1,2,0,3,2,2,3,2,0,1,1
7,4,3.73,4,2,1,0,2,1,1,1,4,4,1,2,0,0
14,59,3.95,5,1,4,1,2,0,1,4,1,1,1,0,0,0
14,85,2.8,7,1,2,0,4,1,4,0,4,4,4,0,1,0
13,26,3.75,2,0,1,0,0,0,3,0,2,1,4,3,4,1
6,54,2.06,2,2,4,1,6,1,1,2,2,2,4,4,2,0
6,18,3.68,2,2,4,1,2,0,3,3,0,2,4,2,0,0
5,24,2.05,9,2,1,0,6,1,3,3,2,1,4,2,4,0
2,31,3.31,2,2,0,1,3,1,4,1,1,3,0,4,3,1
6,12,3.71,5,2,4,1,6,1,2,3,2,3,3,1,0,1
3,28,2.78,7,2,4,1,3,1,0,0,0,3,2,0,4,0
14,27,2.96,6,0,3,1,0,0,1,1,4,1,0,4,1,0
0,77,2.49,5,2,0,1,6,1,1,1,2,4,1,3,3,1
8,71,2.37,0,0,1,0,6,1,2,3,1,3,0,0,0,1
3,78,2.79,2,1,1,0,1,1,3,1,1,4,0,2,4,0
10,53,2.48,5,1,1,1,2,0,3,2,2,4,3,4,2,0
3,77,2.0,2,1,0,0,4,0,3,0,3,1,0,1,3,1
11,84,2.71,0,2,3,1,1,0,1,2,4,2,3,2,0,1
7,33,2.19,8,2,4,1,8,0,0,3,0,0,0,1,1,0
7,64,2.17,7,1,2,1,0,1,0,3,2,3,0,2,0,0
9,29,2.41,2,0,3,0,7,0,4,4,0,0,0,0,2,0
10,58,2.46,5,1,0,0,2,1,0,2,1,3,0,1,1,0
5,81,3.22,0,0,4,1,9,1,4,4,3,2,4,1,4,1
14,65,3.07,4,2,4,0,3,0,2,2,4,0,1,2,4,0
7,72,3.99,4,2,1,1,3,0,2,1,0,3,3,3,4,1
5,24,2.47,9,0,3,1,9,0,3,2,2,1,0,4,1,1
13,79,2.12,5,1,0,1,0,1,1,3,1,1,0,1,0,1
11,32,2.6,9,0,3,0,6,0,2,2,0,0,0,0,0,1
3,52,3.49,0,0,1,1,1,0,4,4,4,3,3,3,3,0
0,40,2.61,8,0,3,0,0,1,0,3,4,2,3,3,0,1
4,36,3.82,6,1,0,1,5,0,1,2,4,2,4,3,2,1
10,35,3.08,8,2,3,1,5,1,3,2,4,4,3,4,3,1
10,88,2.25,6,1,4,0,6,1,4,0,0,4,4,3,0,0
4,63,2.27,4,1,0,1,6,0,3,0,4,0,4,0,2,0
13,11,2.95,3,1,0,1,3,0,0,1,4,4,0,3,4,1
4,30,3.85,2,2,0,1,1,1,0,2,4,4,1,1,2,0
11,75,3.98,4,0,3,0,0,0,1,3,2,4,4,0,1,0
1,59,3.46,1,0,4,0,7,0,1,4,4,4,3,4,0,0
13,58,3.41,9,0,1,1,6,1,3,0,4,3,3,4,1,0
11,68,2.58,0,1,4,0,5,0,2,4,3,2,2,1,0,1
0,31,3.81,4,1,3,1,0,1,1,2,0,4,3,1,3,0
2,81,3.24,5,0,4,1,8,0,2,4,3,2,3,4,2,0
11,39,2.11,8,0,3,1,4,0,3,3,2,1,3,4,4,0
10,82,3.64,4,2,0,1,6,1,3,3,3,1,0,1,2,1
8,33,2.25,0,1,0,0,2,1,0,1,4,0,3,4,2,0
9,3,2.47,9,2,1,1,2,0,0,4,2,0,4,3,4,0
1,43,3.24,9,2,2,1,5,0,2,0,4,4,3,3,2,1
6,77,3.72,1,2,4,0,9,0,0,0,3,4,3,0,2,1
0,17,3.44,0,0,0,0,2,0,2,4,4,1,3,3,0,0
8,36,3.77,9,1,3,1,3,1,2,1,1,1,1,0,0,0
13,39,2.64,7,1,2,1,5,1,4,2,1,0,4,3,3,0
6,26,2.62,1,2,3,0,1,1,2,0,3,4,4,1,2,0
4,66,3.24,9,1,3,1,6,1,3,2,4,4,0,2,3,1
9,71,2.85,4,2,4,0,0,0,2,2,2,4,1,3,1,1
2,31,3.69,8,0,1,0,1,1,3,2,4,0,1,2,4,1
0,24,3.87,2,0,1,1,7,1,1,4,1,4,4,4,3,0
2,56,3.64,7,0,2,0,7,1,2,3,2,0,2,3,1,1
10,59,2.35,0,1,0,1,4,1,1,3,2,1,0,3,2,0
12,56,3.09,5,1,4,0,5,0,1,3,3,2,1,1,2,0
6,14,3.46,7,0,4,1,6,1,1,0,4,2,2,0,1,1
7,77,3.77,0,2,0,1,2,1,3,2,3,2,0,1,3,1
1,42,2.69,3,2,4,0,1,0,1,0,1,3,0,2,1,1
5,28,2.53,9,0,2,0,4,1,3,0,4,0,3,2,3,0
3,48,2.92,3,0,2,1,9,0,2,0,2,3,1,0,0,0
2,75,3.49,2,1,2,0,3,1,0,2,3,3,3,0,0,0
0,85,2.09,8,0,1,1,3,0,0,0,4,1,0,0,2,1
9,71,3.45,9,0,1,1,8,1,1,0,2,2,4,0,4,1
11,22,3.36,0,0,0,0,0,0,2,1,4,1,2,0,3,1
0,39,2.03,3,0,2,0,9,0,4,1,3,2,1,0,3,1
7,39,2.77,8,0,1,1,0,0,1,3,1,1,4,1,2,1
14,24,2.91,5,2,3,0,2,0,3,0,0,4,0,4,2,0
1,30,2.06,9,1,0,0,7,0,2,3,1,0,4,3,0,0
8,31,3.02,4,2,1,1,0,0,1,2,3,3,4,3,1,1
13,74,2.18,8,0,0,0,6,0,2,3,4,0,4,3,3,1
5,72,2.94,8,1,0,1,6,1,1,2,3,2,2,1,2,0
3,27,2.51,6,1,2,0,1,1,4,0,4,0,1,2,4,1
8,27,2.85,3,2,4,1,8,0,3,0,3,2,1,3,2,1
2,58,3.4,0,1,4,0,0,0,2,2,3,0,3,0,4,0
11,64,2.93,9,0,0,0,6,1,0,1,0,1,3,3,1,0
4,5,2.07,6,2,0,1,9,0,2,0,2,0,3,2,1,1
4,57,2.41,1,1,2,0,8,1,1,1,1,2,4,4,2,0
4,48,3.23,4,0,2,1,5,1,3,1,1,3,3,0,1,1
2,21,2.02,2,1,0,1,5,1,0,4,4,4,3,0,4,1
13,88,2.13,0,0,0,1,7,0,2,4,2,0,3,3,2,1
8,13,2.58,3,2,3,1,9,0,3,0,1,3,0,1,4,1
2,51,2.94,0,1,3,1,2,1,0,1,0,4,3,3,0,0
1,28,2.04,1,2,2,0,3,0,2,3,2,2,4,2,4,0
2,28,2.6,7,2,4,0,0,1,0,3,1,4,0,0,3,1
3,13,3.54,2,2,2,1,1,0,2,3,3,2,0,2,1,1
11,49,2.27,2,1,1,1,0,0,0,4,1,0,3,2,1,0
11,68,2.6,9,1,3,1,0,0,3,4,3,1,2,0,4,0
3,48,2.8,1,1,0,0,0,1,1,4,0,0,2,1,0,0
0,60,3.49,7,1,2,1,4,1,1,4,0,0,4,0,3,1
1,42,2.09,6,2,4,0,8,1,3,4,0,1,2,3,2,0
13,40,3.44,0,0,3,0,3,1,2,2,1,1,2,2,4,1
1,85,2.71,4,0,0,0,2,1,0,1,0,4,3,1,1,1
7,35,2.12,3,1,0,1,6,1,1,2,4,2,2,3,4,0
12,86,2.94,7,2,1,0,8,0,4,1,3,2,3,2,2,0
11,2,3.98,1,2,1,1,3,0,1,1,2,0,0,1,2,0
8,86,2.14,3,2,3,1,4,0,1,2,4,0,2,4,3,1
9,31,3.41,5,1,0,0,6,1,1,0,3,4,4,2,3,0
14,51,2.83,2,1,4,0,6,1,1,4,4,0,1,0,1,0
4,65,3.77,7,2,4,0,3,0,1,3,0,4,0,2,0,0
4,39,2.92,3,1,4,1,0,1,4,0,3,2,4,0,4,0
6,57,2.06,9,2,2,0,1,1,4,2,2,4,2,3,3,1
1,62,3.91,3,2,1,0,7,0,2,3,4,4,0,1,2,1
2,82,3.48,6,1,1,0,8,1,0,0,1,3,2,4,2,1
9,63,3.46,6,0,1,0,9,0,1,4,0,0,4,1,3,1
14,22,3.98,9,0,0,0,2,0,4,2,0,3,3,3,1,1
14,36,3.04,5,1,4,0,7,1,2,4,3,4,3,1,2,1
2,85,3.16,5,2,4,0,4,1,1,3,4,4,1,0,3,1
6,13,2.37,1,2,3,0,3,0,4,1,2,2,4,0,1,0
14,79,3.34,8,2,1,1,8,1,3,3,0,3,4,0,2,1
0,43,3.47,3,1,0,0,8,1,3,3,1,4,1,2,0,0
10,44,2.4,5,0,4,0,0,1,3,0,4,2,2,4,4,0
9,75,2.35,8,0,3,0,9,1,3,4,0,2,2,1,1,0
14,78,3.61,6,2,1,0,4,0,1,3,2,2,3,0,4,0
9,53,3.31,1,2,0,1,8,1,4,1,0,0,3,3,4,0
1,80,2.75,1,2,4,0,6,0,2,3,3,4,3,4,3,1
10,27,3.03,3,0,3,1,9,0,1,2,1,4,4,0,0,0
12,13,3.46,9,1,1,1,0,1,1,1,3,4,1,2,1,1
1,77,2.63,9,1,4,0,7,0,4,4,0,4,3,2,0,0
7,15,2.93,8,2,1,1,9,0,3,3,0,2,4,0,3,1
8,27,2.98,5,1,3,1,9,0,1,1,4,1,3,4,3,0
2,28,2.17,1,0,0,1,1,0,3,1,4,1,0,1,3,0
13,51,3.09,9,2,4,0,5,1,0,4,2,4,3,0,4,1
10,82,2.7,9,2,0,1,6,1,4,2,0,4,2,1,3,1
9,60,2.44,9,1,4,0,3,1,1,4,4,0,4,3,0,0
11,21,2.63,9,1,4,0,0,1,2,0,3,4,4,0,3,1
12,16,2.06,2,0,4,1,9,0,1,3,0,0,1,1,0,1
2,62,3.38,3,0,0,0,6,1,2,2,2,4,2,0,2,0
9,79,3.86,5,1,1,0,6,1,4,2,2,3,4,2,1,1
9,6,2.55,3,0,1,1,2,1,3,0,0,2,0,0,3,1
14,21,3.09,4,1,4,1,7,0,1,2,0,4,4,3,4,1
5,74,2.2,9,0,0,0,4,1,0,4,2,2,2,2,1,1
10,25,2.86,4,2,1,1,2,1,2,0,2,1,2,3,4,1
4,28,2.18,0,0,4,1,3,0,0,2,2,0,1,2,4,1
6,70,3.29,8,2,4,0,6,0,1,2,0,0,4,4,0,0
5,17,3.45,7,2,3,0,4,1,2,2,0,0,4,3,3,0
14,46,2.06,7,1,1,0,6,0,1,2,4,3,0,4,1,1
13,27,2.1,6,2,1,0,9,1,1,4,2,1,0,4,2,0
2,9,3.61,1,2,3,1,6,0,2,2,4,4,0,1,3,0
1,15,2.64,2,0,4,1,9,1,0,2,0,4,4,3,3,1
7,59,3.25,6,0,2,1,8,0,1,0,2,0,3,4,0,1
11,4,2.02,5,1,4,1,5,1,0,0,0,3,1,3,1,0
5,16,3.94,7,1,0,0,7,0,0,2,4,4,3,0,0,0
10,71,2.73,3,1,3,1,5,1,4,2,0,2,0,4,4,1
11,55,3.83,8,2,3,1,3,0,1,1,1,2,2,3,2,1
0,88,2.55,0,0,2,0,4,0,3,4,0,4,3,0,2,0
6,2,3.81,1,2,0,1,8,1,1,3,4,2,4,4,0,0
9,76,3.39,1,1,2,1,3,0,0,3,4,1,4,1,3,0
6,20,3.86,8,2,4,1,2,0,0,4,2,0,1,3,3,0
12,44,2.16,3,0,1,0,3,0,0,1,1,2,1,2,0,0
8,65,3.67,8,0,3,0,8,0,1,2,2,4,0,4,2,0
13,57,3.38,3,1,3,1,5,1,2,0,0,0,0,4,2,0
11,24,2.04,3,0,4,0,4,1,1,3,4,3,2,4,4,1
1,82,2.14,0,0,1,0,8,1,4,0,4,4,3,1,2,1
1,73,2.87,6,2,4,0,5,1,1,4,2,1,0,2,2,1
1,82,3.58,9,1,3,0,6,0,4,2,1,1,0,3,3,0
0,7,3.59,7,1,3,0,7,0,3,0,2,4,3,1,0,0
14,37,3.74,6,2,1,1,0,1,3,3,1,4,1,1,0,1
12,83,3.5,6,1,4,0,6,1,0,3,0,1,1,1,4,0
4,74,2.06,8,0,2,0,3,1,0,4,0,3,4,2,3,0
6,41,2.6,9,2,0,0,0,0,3,0,4,2,4,3,4,0
11,47,2.7,4,1,1,1,8,1,2,1,2,0,0,0,4,0
4,80,3.69,3,0,3,0,2,1,0,4,2,0,1,3,1,0
